drugbank_id,drugname,drug_type,description,approved,experimental,illicit,investigational,nutraceutical,withdrawn
DB01275,b'Hydralazine',small molecule,"Originally developed in the 1950s as a malaria treatment, hydralazine showed antihypertensive ability and was soon repurposed.[A186841] Hydralazine is a hydrazine derivative vasodilator used alone or as adjunct therapy in the treatment of hypertension and only as adjunct therapy in the treatment of heart failure.[A186820,L8782,L8785] Hydralazine is no longer a first line therapy for these indications since the development of newer antihypertensive medications.[T691]

Hydralazine hydrochloride was FDA approved on 15 January 1953.[L8779]",1,0,0,0,0,0
DB01276,b'Exenatide',biotech,"Exenatide is a glucagon-like peptide-1 (GLP-1) analog[L42690]. It activates the GLP-1 receptor and increases insulin secretion, decreases glucagon secretion, and slows gastric emptying to improve glycemic control[L42690]. Exenatide was given FDA approval on April 28, 2005[L6106]. It is available as immediate- and extended-release formulations.[L42685,L42690] Bydureon, the brand name product of extended-release exenatide in an injectable suspension, was discontinued in 2021. Bydureon BCise, an auto-injector extended-release formulation, remains available.[L42700]",1,0,0,1,0,0
DB01277,b'Mecasermin',biotech,Mecasermin contains recombinant-DNA-engineered human insulin-like growth factor-1 (rhIGF-1)[FDA Label]. IGF-1 consists of 70 amino acids in a single chain with three intramolecular disulfide bridges and a molecular weight of 7649 daltons. The amino acid sequence of the product is identical to that of endogenous human IGF-1. The rhIGF-1 protein is synthesized in bacteria (E. coli) that have been modified by the addition of the gene for human IGF-1.,1,0,0,1,0,0
DB01278,b'Pramlintide',small molecule,"Pramlintide is a relatively new adjunct treatment for diabetes (both type 1 and 2), developed by Amylin Pharmaceuticals. It is derived from amylin, a hormone that is released into the bloodstream, in a similar pattern as insulin, after a meal. Like insulin, amylin is deficient in individuals with diabetes.",1,0,0,1,0,0
DB01279,b'Galsulfase',biotech,"Galsufase is a variant form of the polymorphic human enzyme N-acetylgalactosamine 4-sulfatase of recombinant DNA origin. Galsulfase is a glycoprotein with a molecular weight of approximately 56 kD. The recombinant protein is comprised of 495 amino acids and contains six asparagine-linked glycosylation sites, four of which carry a bis mannose-6-phosphate manose7 oligosaccharide for specific cellular recognition. Post-translational modification of Cys53 produces the catalytic amino acid residue Ca-formylglycine, which is required for enzyme activity and is conserved in all members of the sulfatase enzyme family.",1,0,0,1,0,0
DB01280,b'Nelarabine',small molecule,"Nelarabine is an antineoplastic agent that is typically employed to treat acute T-cell lymphoblastic leukemia. Nelarabine is a purine nucleoside analog converted to its corresponding arabinosylguanine nucleotide triphosphate (araGTP), resulting in inhibition of DNA synthesis and cytotoxicity.",1,0,0,1,0,0
DB01281,b'Abatacept',biotech,"Abatacept is a soluble fusion protein, which links the extracellular domain of human cytotoxic T-lymphocyte-associated antigen 4 (CTLA-4) to the modified Fc (hinge, CH2, and CH3 domains) portion of human immunoglobulin G1 (IgG1).[L20504,L42715] Structurally, abatacept is a glycosylated fusion protein with a MALDI-MS molecular weight of 92,300 Da and it is a homodimer of two homologous polypeptide chains of 357 amino acids each. It is produced through recombinant DNA technology in mammalian CHO cells. The drug has activity as a selective co-stimulation modulator with inhibitory activity on T lymphocytes. Although approved for the treatment of rheumatoid arthritis, Repligen has entered a slightly different formulation of CTLA4-Ig into clinical trials (RG2077).",1,0,0,0,0,0
DB01282,b'Carbetocin',small molecule,"Carbetocin is a drug used to control postpartum hemorrhage, bleeding after giving birth. It is an analogue of oxytocin, and its action is similar to that of oxytocin -- it causes contraction of the uterus.",1,0,0,1,0,0
DB01283,b'Lumiracoxib',small molecule,"Lumiracoxib is a COX-2 selective non-steroidal anti-inflammatory drug (NSAID). On August 11, 2007, Australia's Therapeutic Goods Administration (TGA, the Australian equivalent of the FDA) cancelled the registration of lumiracoxib in Australia due to concerns that it may cause liver failure. New Zealand and Canada have also followed suit in recalling the drug.",1,0,0,1,0,0
DB01284,b'Tetracosactide',small molecule,"Tetracosactide (also known as Cosyntropin) is a synthetic peptide that is identical to the 24-amino acid segment (sequence: SYSMEHFRWGKPVGKKRRPVKVYP) at the N-terminal of adrenocorticotropic hormone. ACTH (1-24), a segment similar in all species, contains the biological activity that stimulates production of corticosteroids in the adrenal cortex. Tetracosactide exhibits the same activity as natural ACTH with regard to all its biological activities. The complex results in a product whose absorption in man is effected over a longer period of time as compared to corticotropin. Therefore, therapy may be maintained with less frequent administration.",1,0,0,0,0,0
DB01285,b'Corticotropin',biotech,Corticotropin (ACTH or adrenocorticotropic hormone) is a polypeptide hormone produced and secreted by the pituitary gland. It is an important player in the hypothalamic-pituitary-adrenal axis.,1,0,0,1,0,0
DB01288,b'Fenoterol',small molecule,Fenoterol is an adrenergic beta-2 agonist that is used as a bronchodilator and tocolytic.,1,0,0,1,0,0
DB01289,b'Glisoxepide',small molecule,"Glisoxepide is one of the sulphonamide-derived oral antidiabetic drugs. It inhibits the uptake of bile acids into isolated rat hepatocytes. However it inhibits taurocholate uptake only in the absence of sodium ions. Glisoxepide uptake could be further inhibited by blockers of the hepatocellular monocarboxylate transporter, by the loop diuretic bumetanide, by 4,4'-diisothiocyano-2,2'-stilbenedisulfonate (DIDS) and by sulphate.  These results are consistent with the transport of glisoxepide via the transport system for the unconjugated bile acid cholate. [A31819,A31820]",0,0,0,1,0,0
DB01291,b'Pirbuterol',small molecule,"Pirbuterol is a beta-2 adrenergic bronchodilator. In vitro studies and in vivo pharmacologic studies have demonstrated that pirbuterol has a preferential effect on beta-2 Adrenergic receptors compared with isoproterenol. While it is recognized that beta-2 adrenergic receptors are the predominant receptors in bronchial smooth muscle, data indicate that there is a population of beta-2 receptors in the human heart, existing in a concentration between 10-50%. The precise function of these receptors has not been established.

The pharmacologic effects of beta adrenergic agonist drugs, including pirbuterol, are at least in proof attributable to stimulation through beta adrenergic receptors of intracellular adenyl cyclase, the enzyme which catalyzes the conversion of adenosine triphosphate (AlP) to cyclic-3† ,5†-adenosine monophosphate (c-AMP). Increased c-AMP levels are associated with relaxation of bronchial smooth muscle and inhibition of release of mediators of immediate hypersensitivity from cells, especially from mast cells.",1,0,0,0,0,0
DB01295,b'Bevantolol',small molecule,"Bevantolol is a beta-1 adrenoceptor antagonist that has been shown to be as effective as other beta blockers for the treatment of angina pectoris and hypertension. Mechanism of Action Animal experiments confirm both agonist and antagonist effects on alpha-receptors, in addition to antagonist activity at beta-1 receptors.",0,1,0,0,0,0
DB01296,b'Glucosamine',small molecule,"Osteoarthritis (OA) is a progressive and degenerative joint disease marked by loss of cartilage, bone changes, and synovial membrane inflammation.[A232289] Treatment with chondroprotective drugs, such as glucosamine sulfate may offer additional benefits to nonsteroidal anti-inflammatory drugs treating the painful symptoms of OA. Glucosamine is commonly used over the counter as a treatment for arthritic joint pain, although its acceptance as a medical therapy varies due to contradictory and findings with unclear clinical significance during clinical trials.[A231894,A232289] It is currently not approved as a prescription product by the FDA, but is widely available over the counter.",1,0,0,1,0,0
DB01297,b'Practolol',small molecule,A beta-adrenergic antagonist that has been used in the emergency treatment of cardiac arrhythmias.,1,0,0,0,0,0
DB01298,b'Sulfacytine',small molecule,"Sulfacytine is a short-acting sulfonamide. The sulfonamides are synthetic bacteriostatic antibiotics with a wide spectrum against most gram-positive and many gram-negative organisms. However, many strains of an individual species may be resistant. Sulfonamides inhibit multiplication of bacteria by acting as competitive inhibitors of p-aminobenzoic acid in the folic acid metabolism cycle. Bacterial sensitivity is the same for the various sulfonamides, and resistance to one sulfonamide indicates resistance to all. Most sulfonamides are readily absorbed orally. However, parenteral administration is difficult, since the soluble sulfonamide salts are highly alkaline and irritating to the tissues. The sulfonamides are widely distributed throughout all tissues. High levels are achieved in pleural, peritoneal, synovial, and ocular fluids. Although these drugs are no longer used to treat meningitis, CSF levels are high in meningeal infections.

Sulfacytine is a competitive inhibitor of the enzyme dihydropteroate synthetase. It inhibits bacterial synthesis of of dihydrofolic acid by preventing the condensation of the pteridine with para-aminobenzoic acid (PABA), a substrate of the enzyme dihydropteroate synthetase. The inhibited reaction is necessary in these organisms for the synthesis of folic acid.",1,0,0,0,0,0
DB01301,b'Rolitetracycline',small molecule,A pyrrolidinylmethyl tetracycline.,1,0,0,0,0,0
DB01303,b'Oxtriphylline',small molecule,"Oxtriphylline is the choline salt form of [theophylline]. Once in the body, theophylline is released and acts as a phosphodiesterase inhibitor, adenosine receptor blocker, and histone deacetylase activator. Its main physiological reponse is to dilate the bronchioles. As such, oxytriphylline is indicated mainly for asthma, bronchospasm, and COPD (i.e. all the same indications as the other theophyllines). It is marketed under the name Choledyl SA, and several forms of oxytriphylline have been discontinued. In the US, oxtriphylline is no longer available.",1,0,0,0,0,0
DB01306,b'Insulin aspart',biotech,"Insulin aspart is a rapid-acting form of insulin used for the treatment of hyperglycemia caused by Type 1 and Type 2 Diabetes. Insulin is typically prescribed for the management of diabetes mellitus to mimic the activity of endogenously produced human insulin, a peptide hormone produced by beta cells of the pancreas that promotes glucose metabolism. Insulin is released from the pancreas following a meal to promote the uptake of glucose from the blood into internal organs and tissues such as the liver, fat cells, and skeletal muscle. Absorption of glucose into cells allows for its transformation into glycogen or fat for storage. Insulin also inhibits hepatic glucose production, enhances protein synthesis, and inhibits lipolysis and proteolysis among many other functions.

Insulin is an important treatment in the management of Type 1 Diabetes (T1D) which is caused by an autoimmune reaction that destroys the beta cells of the pancreas, resulting in the body not being able to produce or synthesize the insulin needed to manage circulating blood sugar levels. As a result, people with T1D rely primarily on exogenous forms of insulin, such as insulin aspart, to lower glucose levels in the blood. Insulin is also used in the treatment of Type 2 Diabetes (T2D), another form of diabetes mellitus that is a slowly progressing metabolic disorder caused by a combination of genetic and lifestyle factors that promote chronically elevated blood sugar levels. Without treatment or improvement in non-pharmacological measures such as diet and exercise to lower blood glucose, high blood sugar eventually causes cellular resistance to endogenous insulin, and in the long term, damage to pancreatic islet cells. Insulin is typically prescribed later in the course of T2D, after trying several oral medications such as [DB00331], [DB01120], or [DB01261] have been tried, when sufficient damage has been caused to pancreatic cells that the body is no longer able to produce insulin on its own. 

Marketed as the brand name product NovoRapid, insulin aspart begins to exert its effects within 15 minutes of subcutaneous administration, while peak levels occur 30 to 90 minutes after administration. Due to its duration of action of around 5 hours, NovoRapid is considered ""bolus insulin"" as it provides high levels of insulin in a short period of time to mimic the release of endogenous insulin from the pancreas after meals. Bolus insulin is often combined with once daily, long-acting ""basal insulin"" such as [DB01307], [DB09564], and [DB00047] to provide low concentrations of background insulin that can keep blood sugar stable between meals or overnight. Use of basal and bolus insulin together is intended to mimic the pancreas' production of endogenous insulin, with a goal of avoiding any periods of hypoglycemia.

Insulin aspart is a recombinant, biosynthetic, fast-acting insulin analogue. Compared to human insulin, it has a single amino acid substitution at position B28 where proline is replaced with aspartic acid. This substitution decreases its propensity to form hexamers and gives it a higher rate of absorption following subcutaneous administration compared to native insulin. Insulin aspart is produced in a genetically modified strain of _Saccharomyces cerevisiae_ (baker's yeast)

Without an adequate supply of insulin to promote absorption of glucose from the bloodstream, blood sugar levels can climb to dangerously high levels and can result in symptoms such as fatigue, headache, blurred vision, and increased thirst. If left untreated, the body starts to break down fat, instead of glucose, for energy which results in a build-up of ketone acids in the blood and a syndrome called ketoacidosis, which is a life-threatening medical emergency. In the long term, elevated blood sugar levels increase the risk of heart attack, stroke, and diabetic neuropathy.",1,0,0,0,0,0
DB01307,b'Insulin detemir',biotech,"Insulin detemir is a long-acting form of insulin used for the treatment of hyperglycemia caused by Type 1 and Type 2 Diabetes.[A2358, A2359, A2360, A44] Insulin is typically prescribed for the management of diabetes mellitus to mimic the activity of endogenously produced human insulin, a peptide hormone produced by beta cells of the pancreas that promotes glucose metabolism.[A2358, A2359, A2360, A44] Insulin is released from the pancreas following a meal to promote the uptake of glucose from the blood into internal organs and tissues such as the liver, fat cells, and skeletal muscle.[A2358, A2359, A2360, A44] The absorption of glucose into cells allows for its transformation into glycogen or fat for storage.[A2358, A2359, A2360, A44] Insulin also inhibits hepatic glucose production, enhances protein synthesis, and inhibits lipolysis and proteolysis among many other functions.[A2358, A2359, A2360, A44]

Insulin is an important treatment in the management of Type 1 Diabetes (T1D) which is caused by an autoimmune reaction that destroys the beta cells of the pancreas, resulting in the body not being able to produce or synthesize the insulin needed to manage circulating blood sugar levels.[A2358, A2359, A2360, A44] As a result, people with T1D rely primarily on exogenous forms of insulin, such as insulin detemir, to lower glucose levels in the blood.[A2358, A2359, A2360, A44] Insulin is also used in the treatment of Type 2 Diabetes (T2D), another form of diabetes mellitus that is a slowly progressing metabolic disorder caused by a combination of genetic and lifestyle factors that promote chronically elevated blood sugar levels.[A2358, A2359, A2360, A44] Without treatment or improvement in non-pharmacological measures such as diet and exercise to lower blood glucose, high blood sugar eventually causes cellular resistance to endogenous insulin, and in the long term, damage to pancreatic islet cells.[A2358, A2359, A2360, A44] Insulin is typically prescribed later in the course of T2D, after several oral medications such as [DB00331], [DB01120], or [DB01261] have been tried, when sufficient damage has been caused to pancreatic cells that the body is no longer able to produce insulin on its own.[A2358, A2359, A2360, A44] 

Marketed as the brand name product Levemir, insulin detemir has a duration of action of 16-24 hours allowing for once-daily dosing, typically at bedtime.[A2358, A2359, A2360, A44] Due to its duration of action, Levemir is considered ""basal insulin"" as it provides low concentrations of background insulin that can keep blood sugar stable between meals or overnight.[A2358, A2359, A2360, A44] Basal insulin is often combined with short-acting ""bolus insulin"" such as [DB00046], [DB01309], and [DB01306] to provide higher doses of insulin required following meals.[A2358, A2359, A2360, A44] Use of basal and bolus insulin together is intended to mimic the pancreas' production of endogenous insulin, with a goal of avoiding any periods of hypoglycemia.[A2358, A2359, A2360, A44]

Insulin detemir is produced using recombinant DNA technology in yeast cells.[A2358, A2359, A2360, A44] This insulin analogue has a 14-C fatty acid, myristic acid, bound to the lysine amino acid at position B29. The myristoyl side chain increases self-association and albumin binding.[A2358, A2359, A2360, A44] This along with slow systemic absorption from the injection site prolongs distribution of the hormone into tissues and results in a long duration of action. [A2358, A2359, A2360, A44]

Without an adequate supply of insulin to promote absorption of glucose from the bloodstream, blood sugar levels can climb to dangerously high levels and can result in symptoms such as fatigue, headache, blurred vision, and increased thirst.[A2358, A2359, A2360, A44] If left untreated, the body starts to break down fat, instead of glucose, for energy which results in a build-up of ketone acids in the blood and a syndrome called ketoacidosis, which is a life-threatening medical emergency. In the long term, elevated blood sugar levels increase the risk of heart attack, stroke, and diabetic neuropathy.[A2358, A2359, A2360, A44]",1,0,0,0,0,0
DB01309,b'Insulin glulisine',biotech,"Insulin glulisine is a short-acting form of insulin used for the treatment of hyperglycemia caused by Type 1 and Type 2 Diabetes. Insulin is typically prescribed for the management of diabetes mellitus to mimic the activity of endogenously produced human insulin, a peptide hormone produced by beta cells of the pancreas that promotes glucose metabolism. Insulin is released from the pancreas following a meal to promote the uptake of glucose from the blood into internal organs and tissues such as the liver, fat cells, and skeletal muscle. Absorption of glucose into cells allows for its transformation into glycogen or fat for storage. Insulin also inhibits hepatic glucose production, enhances protein synthesis, and inhibits lipolysis and proteolysis among many other functions.

Insulin is an important treatment in the management of Type 1 Diabetes (T1D) which is caused by an autoimmune reaction that destroys the beta cells of the pancreas, resulting in the body not being able to produce or synthesize the insulin needed to manage circulating blood sugar levels. As a result, people with T1D rely primarily on exogenous forms of insulin, such as insulin glulisine, to lower glucose levels in the blood. Insulin is also used in the treatment of Type 2 Diabetes (T2D), another form of diabetes mellitus that is a slowly progressing metabolic disorder caused by a combination of genetic and lifestyle factors that promote chronically elevated blood sugar levels. Without treatment or improvement in non-pharmacological measures such as diet and exercise to lower blood glucose, high blood sugar eventually causes cellular resistance to endogenous insulin, and in the long term, damage to pancreatic islet cells. Insulin is typically prescribed later in the course of T2D, after trying several oral medications such as [DB00331], [DB01120], or [DB01261] have been tried, when sufficient damage has been caused to pancreatic cells that the body is no longer able to produce insulin on its own. 

Marketed as the brand name product Apidra, insulin glulisine begins to exert its effects within 15 minutes of subcutaneous administration, while peak levels occur 30 to 90 minutes after administration. Due to its duration of action of around 5 hours, Apidra is considered ""bolus insulin"" as it provides high levels of insulin in a short period of time to mimic the release of endogenous insulin from the pancreas after meals. Bolus insulin is often combined with once daily, long-acting ""basal insulin"" such as [DB01307], [DB09564], and [DB00047] to provide low concentrations of background insulin that can keep blood sugar stable between meals or overnight. Use of basal and bolus insulin together is intended to mimic the pancreas' production of endogenous insulin, with a goal of avoiding any periods of hypoglycemia.

Insulin glulisine is a biosynthetic, rapid-acting human insulin analogue produced in a non-pathogenic laboratory strain of _Escherichia coli_ (K12). This recombinant hormone differs from native human insulin in that the amino acid asparagine at position B3 is replaced by lysine and the lysine at position B29 is replaced by glutamic acid.[L12519] These structural modifications decrease hexamer formation, stabilize insulin glulisine monomers and increase the rate of absorption and onset of action compared to human insulin.

Without an adequate supply of insulin to promote absorption of glucose from the bloodstream, blood sugar levels can climb to dangerously high levels and can result in symptoms such as fatigue, headache, blurred vision, and increased thirst. If left untreated, the body starts to break down fat, instead of glucose, for energy which results in a build-up of ketone acids in the blood and a syndrome called ketoacidosis, which is a life-threatening medical emergency. In the long term, elevated blood sugar levels increase the risk of heart attack, stroke, and diabetic neuropathy.",1,0,0,0,0,0
DB01319,b'Fosamprenavir',small molecule,"Fosamprenavir is a prodrug of amprenavir, an inhibitor of human immunodeficiency virus (HIV) protease.",1,0,0,0,0,0
DB01320,b'Fosphenytoin',small molecule,"Fosphenytoin is a water-soluble phenytoin prodrug used only in hospitals for the treatment of epileptic seizures. It works by slowing down impulses in the brain that cause seizures. Its main mechanism is to block frequency-dependent, use-dependent and voltage-dependent neuronal sodium channels, and therefore limit repetitive firing of action potentials.",1,0,0,1,0,0
DB01321,b'Josamycin',small molecule,A macrolide antibiotic from Streptomyces narbonensis. The drug has antimicrobial activity against a wide spectrum of pathogens.,0,0,0,1,0,0
DB01323,"b""St. John's Wort""",biotech,,1,0,0,1,1,0
DB01324,b'Polythiazide',small molecule,"A thiazide diuretic with actions and uses similar to those of hydrochlorothiazide. (From Martindale, The Extra Pharmacopoeia, 30th ed, p826)",1,0,0,0,0,0
DB01325,b'Quinethazone',small molecule,"Quinethazone, marketed as Hydromox, is a thiazide diuretic indicated for hypertension. Patients may experience adverse reactions such as dizziness, dry mouth, nausea, and hypokalemia.",1,0,0,0,0,0
DB01326,b'Cefamandole',small molecule,"Cefamandole is also known as cephamandole. It is a parenterally administered broad-spectrum cephalosporin antibiotic. It is generally formulated as a formate ester, [cefamandole nafate]. It is no longer marketed in the United States.",1,1,0,0,0,0
DB01327,b'Cefazolin',small molecule,A semisynthetic cephalosporin analog with broad-spectrum antibiotic action due to inhibition of bacterial cell wall synthesis. It attains high serum levels and is excreted quickly via the urine.,1,0,0,0,0,0
DB01328,b'Cefonicid',small molecule,"A second-generation cephalosporin administered intravenously or intramuscularly. Its bactericidal action results from inhibition of cell wall synthesis. It is used for urinary tract infections, lower respiratory tract infections, and soft tissue and bone infections.",1,0,0,1,0,0
DB01329,b'Cefoperazone',small molecule,"Cefoperazone is a semisynthetic broad-spectrum cephalosporin proposed to be effective against <i>Pseudomonas</i> infections. It is a third-generation antiobiotic agent and it is used in the treatment of various bacterial infections caused by susceptible organisms in the body, including respiratory tract infections, peritonitis, skin infections, endometritis, and bacterial septicemia. While its clinical use has been discontinued in the U.S., cefoperazone is available in several European countries most commonly under the product name, Sulperazon.",1,0,0,1,0,0
DB01330,b'Cefotetan',small molecule,A semisynthetic cephamycin antibiotic that is administered intravenously or intramuscularly. The drug is highly resistant to a broad spectrum of beta-lactamases and is active against a wide range of both aerobic and anaerobic gram-positive and gram-negative microorganisms.,1,0,0,0,0,0
DB01331,b'Cefoxitin',small molecule,"Cefoxitin is a semi-synthetic, broad-spectrum cepha antibiotic for intravenous administration. It is derived from cephamycin C, which is produced by <i>Streptomyces lactamdurans</i>.",1,0,0,0,0,0
DB01332,b'Ceftizoxime',small molecule,A semisynthetic cephalosporin antibiotic which can be administered intravenously or by suppository. The drug is highly resistant to a broad spectrum of beta-lactamases and is active against a wide range of both aerobic and anaerobic gram-positive and gram-negative organisms. It has few side effects and is reported to be safe and effective in aged patients and in patients with hematologic disorders.,1,0,0,0,0,1
DB01333,b'Cefradine',small molecule,A semi-synthetic cephalosporin antibiotic.,1,0,0,0,0,0
DB01336,b'Metocurine',small molecule,"Dimethyltubocurarinium (INN) or metocurine (USAN), also known as dimethyltubocurarine, is a non-depolarizing muscle relaxant. Patients on chronic anticonvulsant drugs are relatively resistant to metocurine. [A2393]",1,0,0,0,0,0
DB01337,b'Pancuronium',small molecule,A bis-quaternary steroid that is a competitive nicotinic antagonist. As a neuromuscular blocking agent it is more potent than curare but has less effect on the circulatory system and on histamine release.,1,0,0,0,0,0
DB01338,b'Pipecuronium',small molecule,Pipecuronium is a piperazinyl androstane derivative which is a non-depolarizing neuromuscular blocking agent.,1,0,0,0,0,0
DB01339,b'Vecuronium',small molecule,"Monoquaternary homolog of pancuronium. A non-depolarizing neuromuscular blocking agent with shorter duration of action than pancuronium. Its lack of significant cardiovascular effects and lack of dependence on good kidney function for elimination as well as its short duration of action and easy reversibility provide advantages over, or alternatives to, other established neuromuscular blocking agents.",1,0,0,1,0,0
DB01340,b'Cilazapril',small molecule,"Cilazapril is an ACE inhibtor class drug used in the treatment of hypertension and heart failure. It belongs to the angiotensin-converting enzyme inhibitors (ACE inhibitors) class of drugs.  It is a prodrug that is hydrolyzed after absorption to its main metabolite cilazaprilat. It is branded as Inhibace in Canada and other countries, Vascace and Dynorm in a number of European countries, among many other names. None of these varieties are available in the United States.",1,0,0,0,0,0
DB01341,b'Dihydroquinidine barbiturate',small molecule,,0,1,0,0,0,0
DB01342,b'Forasartan',small molecule,"Forasartan, a specific angiotensin II antagonist, is used alone or with other antihypertensive agents to treat hypertension. Forasartan competes with angiotensin II for binding at the AT1 receptor subtype. As angiotensin II is a vasoconstrictor which also stimulates the synthesis and release of aldosterone, blockage of its effects results in a decreases in systemic vascular resistance.",0,1,0,0,0,0
DB01345,b'Potassium cation',small molecule,"Potassium is the major cation (positive ion) inside animal cells, while sodium is the major cation outside animal cells. The concentration differences of these charged particles causes a difference in electric potential between the inside and outside of cells, known as the membrane potential. The balance between potassium and sodium is maintained by ion pumps in the cell membrane. The cell membrane potential created by potassium and sodium ions allows the cell generate an action potential—a ""spike"" of electrical discharge. The ability of cells to produce electrical discharge is critical for body functions such as neurotransmission, muscle contraction, and heart function. Potassium is also an essential mineral needed to regulate water balance, blood pressure and levels of acidity.",1,0,0,1,0,0
DB01346,b'Quinidine barbiturate',small molecule,The administration of quinidine derivatives helps to observe various skin and mucosal reactions. A papulopurpuric eruption in a  patient (without thrombopenia) can be developed who is taking quinidine phenylethyl barbiturate intermittently and at reintroduction.(PMID: 9739909),1,0,0,0,0,0
DB01347,b'Saprisartan',small molecule,Saprisartan is an AT1 receptor antagonist. It is based on medications of losartan's prototypical chemical structure. The mode of (functional) AT1 receptor antagonism has been characterized as insurmountable/noncompetitive for saprisartan.  It is very likely that slow dissociation kinetics from the AT1 receptor underlie insurmountable antagonism [A14009].,0,1,0,0,0,0
DB01348,b'Spirapril',small molecule,Spirapril is an ACE inhibitor antihypertensive drug used to treat hypertension. Spirapril is converted to the active spiraprilat after administration. ACE inhibitors are used primarily in treatment of hypertension and congestive heart failure.,1,0,0,0,0,0
DB01349,b'Tasosartan',small molecule,Tasosartan is a long-acting angiotensin II (AngII) receptor blocker. Its long duration of action has been attributed to its active metabolite enoltasosartan. It is used to treat patients with essential hypertension.,0,1,0,0,0,0
DB01351,b'Amobarbital',small molecule,"A barbiturate with hypnotic and sedative properties (but not antianxiety). Adverse effects are mainly a consequence of dose-related CNS depression and the risk of dependence with continued use is high. (From Martindale, The Extra Pharmacopoeia, 30th ed, p565)",1,0,1,0,0,0
DB01352,b'Aprobarbital',small molecule,"Aprobarbital is a barbiturate derivative synthesized in the 1920s by Ernst Preiswerk. It was determined that the substance was capable of demonstrating sedative, hypnotic, and anticonvulsant effects. A primary treatment indicated for the use of aprobarbital was subsequently insomnia. Aprobarbital was never as widely used as more common barbiturate derivatives such as phenobarbital and is now rarely prescribed.",0,1,1,0,0,0
DB01353,b'Butobarbital',small molecule,Butobarbital is a sedative and a hypnotic drug.,1,0,1,0,0,0
DB01354,b'Heptabarbital',small molecule,Heptabarbital is an intermediate or short term barbiturate used mainly for sedation and hypnosis.,0,1,0,0,0,0
DB01355,b'Hexobarbital',small molecule,A barbiturate that is effective as a hypnotic and sedative.,0,1,0,0,0,0
DB01356,b'Lithium cation',small molecule,"Lithium was used during the 19th century to treat gout. Lithium salts such as lithium carbonate (Li2CO3), lithium citrate, and lithium orotate are mood stabilizers. They are used in the treatment of bipolar disorder, since unlike most other mood altering drugs, they counteract both mania and depression. Lithium can also be used to augment other antidepressant drugs. It is also sometimes prescribed as a preventive treatment for migraine disease and cluster headaches. The active principle in these salts is the lithium ion Li+, which having a smaller diameter, can easily displace K+ and Na+ and even Ca+2, in spite of its greater charge, occupying their sites in several critical neuronal enzymes and neurotransmitter receptors.",0,1,0,0,0,0
DB01357,b'Mestranol',small molecule,The 3-methyl ether of ethinyl estradiol. It must be demethylated to be biologically active. It is used as the estrogen component of many combination ORAL contraceptives.,1,0,0,0,0,0
DB01359,b'Penbutolol',small molecule,"Penbutolol is a drug in the beta-blocker class used to treat hypertension. Penbutolol binds both beta-1 and beta-2 adrenergic receptors, rendering it a non-selective beta-blocker. Penbutolol can act as a partial agonist at beta adrenergic receptors, since it is a sympathomimetric drug. Penbutolol also demonstrates high binding affinity to the 5-hydroxytryptamine receptor 1A with antagonistic effects. This binding characteristic of penbutolol is being investigated for its implications in Antidepressant Therapy. Penbutolol is contraindicated in patients with cardiogenic shock, sinus bradycardia, second and third degree atrioventricular conduction block, bronchial asthma, and those with known hypersensitivity.",1,0,0,1,0,0
DB01363,b'Ephedra sinica root',biotech,Ephedra is an alkaloid chemical compound traditionally obtained from the plant _Ephedra sinica_. The sale of ephedra-containing supplements intended to increase muscle weight or promote weight loss was banned in the United States in 2004 due to the risk for adverse effects and a lack of evidence for clinical effectiveness. The drug is still sold in Canada in OTC formulations for respiratory conditions associated with bronchial asthma.,0,0,0,0,1,0
DB01364,b'Ephedrine',small molecule,"Ephedrine was first described in western literature in 1888, as a naturally occurring component of the ephedra plant, along with [pseudoephedrine].[A193698] Ephedrine acts as both a direct and indirect sympathomimetic. It is an alpha- and beta-adrenergic receptor agonist; however, it also causes the indirect release of norepinephrine from sympathetic neurons, inhibiting norepinephrine reuptake and displacing more norepinephrine from storage vesicles.[A193650,L12972] Ephedrine is used for its vasoconstrictive, positive chronotropic, and positive inotropic effects.[L12972] Ephedrine and [phenylephrine] are still used to treat hypotension, but their use in other indications has decreased due to the development of more selective adrenergic agonists.[A193701,A193704,L12975] Ephedrine was granted a type 7 FDA Approval on 29 April 2016.[L12975]",1,0,0,0,0,0
DB01365,b'Mephentermine',small molecule,"A sympathomimetic agent with mainly indirect effects on adrenergic receptors. It is used to maintain blood pressure in hypotensive states, for example, following spinal anesthesia. Although the central stimulant effects of mephentermine are much less than those of amphetamine, its use may lead to amphetamine-type dependence. (From Martindale, The Extra Pharmacopoeia, 30th ed, p1248)",1,0,0,0,0,0
DB01366,b'Procaterol',small molecule,A long-acting beta-2-adrenergic receptor agonist. It is a potent bronchodilator that may be administered orally or by aerosol inhalation.,1,0,0,1,0,0
DB01367,b'Rasagiline',small molecule,Rasagiline is an irreversible inhibitor of monoamine oxidase and is used as a monotherapy in early Parkinson's disease or as an adjunct therapy in more advanced cases.,1,0,0,0,0,0
DB01369,b'Quinupristin',small molecule,Quinupristin/dalfopristin is a combination of two antibiotics used to treat infections by staphylococci and by vancomycin-resistant Enterococcus faecium. Dalfopristin inhibits the early phase of protein synthesis in the bacterial ribosome and quinupristin inhibits the late phase of protein synthesis. The combination of the two components acts synergistically and is more effective in vitro than each component alone.,1,0,0,0,0,0
